export-world data (NetLogo 5.0.3),,,,,,,,,,,,,,,
OpinionFormationModelToy.nlogo,,,,,,,,,,,,,,,
03/27/2013 05:01:33:814 +0100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
RANDOM STATE,,,,,,,,,,,,,,,
0 0 -1727483681 501 0.0 false 278627204 -920026283 -1822738098 96938896 -1779623099 769145504 1036841312 323999324 -1224580654 -66558898 -1535403287 648919553 -890302000 -683202236 1149831976 -75461454 1660507781 -260015913 -760358189 -1135181421 1736613496 2146818099 673599339 -1534774806 405143808 459256849 -1646007738 1436244817 633191467 1820919243 1149847326 -1395937800 1085323246 155942902 1941272832 806726895 -1739992089 -1357457458 -1194690327 1829888935 -392786828 -40577641 496165734 2006405784 1868392516 432999029 1813856519 1339131931 762394095 2129699258 -1759229890 -981506728 1195852521 -1484448122 -1052712605 1880936263 -823890636 -751899041 -69322148 557100046 -1129968699 -1276117232 -1540785423 -1756077641 -1592455410 1707535215 -1549095091 -1598461534 1668603876 -1916808287 824088324 -1546061544 1349449547 569845798 927419510 1235787422 508522466 527526387 -912871453 -1507750441 718132188 -1241507219 1667583188 -842920581 1925955438 1624344837 -1534922892 -183372625 858708272 11625189 -1852987748 -429598606 472605144 863831002 -680359448 3976319 -295018656 1625664665 1676789087 1247607042 -1684069840 1857002861 1419612804 -709130027 -1573211535 365930089 39132532 -894311344 -1245415730 1306243103 -1042528706 1127944712 291837046 451603626 -1271162684 1023316304 863590743 1315301944 380527461 -794654466 -861817267 1677287598 -2025674839 1309509096 2000275152 1064225811 212831079 55856935 2032698883 855748380 -96066238 -1401800789 -23390588 452241990 -1132962335 -537414283 1856813348 -268434354 -1277179001 271351923 1329926288 -779394261 -2035274943 -897168331 -733908577 2022812008 2022615959 26532520 1635128908 -1410873087 298392204 -1456262530 86069008 -635415480 -276844780 1758668473 -1809833048 -1791276447 -1929773625 403998513 74192979 897833933 625422833 1613060237 2049195263 1691748418 1287046986 1541462156 1587180280 -2064221974 -1816261499 1957767135 -1208741368 1538165480 -784033573 -2087743404 2011214011 -1374021892 -231211335 1043369163 1163022459 -2018202621 1509971873 2095915003 -1047494649 1858497785 1031791795 -80745495 -250546518 830947185 -1966608288 2085677963 -1988505476 54016155 655993919 -1161489954 810130969 816412327 1354544679 95082046 -2027615726 -1709989478 658909840 601663123 1671457875 790720403 -844492155 -789432162 403920500 -647598032 -2043161636 -723203149 1010539592 -1992001950 -831338493 158771283 1436999080 -822121729 151769726 -266931578 548926256 1584855638 -381134395 56348455 190776104 -1579191500 -2081023798 -148337986 -242918445 1887260597 1824062131 -392054239 1033956308 -1111910380 1069526591 631814001 18827942 73708957 905842556 68487941 585164024 -24896545 262760958 -1743192502 -956202725 2011311167 -504144480 -2042081948 426419773 860304864 814315312 -366835705 1267374623 -2021882321 -988915240 875336471 -1564094711 -1914187365 864176920 1658113281 -267188735 1902139782 -374963029 930096320 1427104034 -290205446 456992718 41011513 1213395415 1796012229 -1609817218 93354509 -340905491 -1194641543 529419332 -487409495 -911149403 -749319051 -1308737527 -1672236149 -552635697 -755441579 -1123970095 -875952875 449771974 1416572605 977867193 530500679 -577200072 -190922598 -201183497 -74629967 -674573323 -1694816018 495042335 1370466617 -1765040804 89091944 2014534225 -679617936 -787601805 1014571608 -1488757523 -196618216 -578949009 -431459692 -417108153 -1884096457 1732549878 152332958 437639512 -1576976524 -873258677 813844433 1035520557 -85233940 -427189510 -1225597635 -468511875 1921512648 -1253024268 -99663864 368987228 1836921093 849404680 -1282518411 803460775 -1318325938 2068890598 -1418186779 -299259861 1218818767 -147631917 1054958170 1914739329 2065704159 -1858704718 1389015417 -574607021 -992787922 144497893 1052016697 -1844512790 1824426201 1040531353 837737422 109752118 -2105170793 -1006720459 2072005351 -599098850 593982845 343369986 780956867 1283531448 1590650347 1451187474 1277171659 -2125640790 -1598694818 1099370279 -109206472 -1576106362 -537837970 -606059017 -791771548 358270585 -1510968741 -241374427 2066098942 1944715077 1121248550 1280112625 58552207 14812212 -2138343746 -1898429936 -660752837 2033828995 -869462776 -1626324946 748285522 1633751602 -1546912726 734398723 -1352306630 2031418916 -1535086228 1030119442 -133583932 1096137245 -1501897603 -1296274140 688031785 707593733 1302743803 -220323254 973309496 147376297 -1842743896 -780331449 1767553969 -548305479 140104819 -1886218133 770530712 -2144706190 -1187955012 -2097051448 -697952269 1602505360 2082954099 -930461281 627935163 364241159 864695516 -1438555570 -838202418 238555608 1143974266 -951740293 -1236527071 -536556710 -1878272394 2008298415 198931736 81482371 669623746 883000174 1563439177 -970031719 1977090741 -436751348 317196614 1219934622 402913878 1934875871 -849582305 1281120202 -1461298387 -668796425 -1273959540 1062986034 -379878595 1106884419 -1670781802 673983928 1850811259 1550769907 -406395617 1408122703 973763879 -1377316126 870677803 -1946878912 1071826127 -728808731 -2017736602 1199468000 -863848297 -630356540 -401529228 -1155064134 1449190661 -1835569914 -2010480684 688908420 -502437559 -1151023290 1867397799 1284173305 1573811400 29290213 1541093200 -1565243030 254003809 1686083656 321125029 1114324115 -966392946 -743547173 -2103968022 -705449010 -1014331424 -1460734475 52682456 1817618597 1818901 1992474849 -1056964284 585539959 2029753430 -1257650409 -1187389443 873287187 -715606666 -1246129476 1929971653 626284892 1599132210 -1016036810 -1038707446 -1619962867 714554675 97861641 1822124994 -750603229 369177756 909154041 1229810900 1506925610 1334696423 -1020377566 1448390046 -4954006 -79522054 -754855383 57617432 -457241965 -141535994 -23314180 -1058517 701683756 -771265208 -22725353 -1492309119 837765399 -1380391432 -1875208538 -919832069 942135016 1903890841 -1341052884 2104205125 -1389347498 777766761 -736065324 893311980 -531647757 -841913923 1910933970 1784953695 -830905059 1381186722 1345252305 -900773553 1989099515 439476789 256027152 1887869649 -1009692776 1270883638 560411265 1756570699 1373338649 1832719407 -744949141 -753550474 1519030175 -256459196 2065023741 509945397 1515177854 954343394 -273445647 -1191132214 -809531638 1740930865 898844049 -1677104424 -1093108185 1025021143 -513650957 2062177389 -943721846 -71401396 -1083821214 1619647906 1646615457 -2104919965 -1640380167 1959078505 999520140 -909285076 -1175406227 -125547935 -1291856064 1351227319 -788034723 1572726951 -251287320 1302450785 1577939403 -1755706507 -2063811952 -1618526621 1683715010 1987259650 1387793312 -210910288 -254174902 -773791019 799891712 -1326364333 1048682736 -645159972 667066895 -2086113669 1446961364 -23026563 917976239 1260891102 -1501627442 -23146911 571526818 1153969737 -82919927 -1354324856 -2138764209 -1494052163 506022040 1978118053 -1934490547 -1164713080,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
GLOBALS,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,perspective,subject,nextIndex,directed-links,ticks,community?,layout?,time,,,,
-70,70,-70,70,0,nobody,10,"""UNDIRECTED""",0,TRUE,TRUE,12,,,,
,,,,,,,,,,,,,,,
TURTLES,,,,,,,,,,,,,,,
who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,proneighbors,antineighbors,pro?
0,106,217,-0.093081704,-27.86312158,"""circle""","""""",9.9,{all-turtles},FALSE,6,1,"""up""",0,4,FALSE
1,106,229,-12.28279008,-31.36005232,"""circle""","""""",9.9,{all-turtles},FALSE,4,1,"""up""",2,2,FALSE
2,106,145,-10.48140137,-10.07539593,"""circle""","""""",9.9,{all-turtles},FALSE,4,1,"""up""",1,4,FALSE
3,106,185,1.150156919,-14.75169185,"""circle""","""""",9.9,{all-turtles},FALSE,4,1,"""up""",1,4,FALSE
4,106,91,-18.65974262,-20.39866614,"""circle""","""""",9.9,{all-turtles},FALSE,4,1,"""up""",0,4,FALSE
5,16,162,9.037854524,4.867739385,"""circle 2""","""""",9.9,{all-turtles},FALSE,3,1,"""up""",4,1,TRUE
6,16,344,-2.59370559,9.544030809,"""circle 2""","""""",9.9,{all-turtles},FALSE,3,1,"""up""",3,2,TRUE
7,16,246,10.83922728,26.15239957,"""circle 2""","""""",9.9,{all-turtles},FALSE,3,1,"""up""",4,0,TRUE
8,16,58,17.21618843,15.19101822,"""circle 2""","""""",9.9,{all-turtles},FALSE,3,1,"""up""",0,0,TRUE
9,16,297,-1.350478232,22.65545936,"""circle 2""","""""",9.9,{all-turtles},FALSE,3,1,"""up""",4,0,TRUE
,,,,,,,,,,,,,,,
PATCHES,,,,,,,,,,,,,,,
pxcor,pycor,pcolor,plabel,plabel-color,,,,,,,,,,,
-70,70,0,"""""",9.9,,,,,,,,,,,
-69,70,0,"""""",9.9,,,,,,,,,,,
-68,70,0,"""""",9.9,,,,,,,,,,,
-67,70,0,"""""",9.9,,,,,,,,,,,
-66,70,0,"""""",9.9,,,,,,,,,,,
-65,70,0,"""""",9.9,,,,,,,,,,,
-64,70,0,"""""",9.9,,,,,,,,,,,
-63,70,0,"""""",9.9,,,,,,,,,,,
-62,70,0,"""""",9.9,,,,,,,,,,,
-61,70,0,"""""",9.9,,,,,,,,,,,
-60,70,0,"""""",9.9,,,,,,,,,,,
-59,70,0,"""""",9.9,,,,,,,,,,,
-58,70,0,"""""",9.9,,,,,,,,,,,
-57,70,0,"""""",9.9,,,,,,,,,,,
-56,70,0,"""""",9.9,,,,,,,,,,,
-55,70,0,"""""",9.9,,,,,,,,,,,
-54,70,0,"""""",9.9,,,,,,,,,,,
-53,70,0,"""""",9.9,,,,,,,,,,,
-52,70,0,"""""",9.9,,,,,,,,,,,
-51,70,0,"""""",9.9,,,,,,,,,,,
-50,70,0,"""""",9.9,,,,,,,,,,,
-49,70,0,"""""",9.9,,,,,,,,,,,
-48,70,0,"""""",9.9,,,,,,,,,,,
-47,70,0,"""""",9.9,,,,,,,,,,,
-46,70,0,"""""",9.9,,,,,,,,,,,
-45,70,0,"""""",9.9,,,,,,,,,,,
-44,70,0,"""""",9.9,,,,,,,,,,,
-43,70,0,"""""",9.9,,,,,,,,,,,
-42,70,0,"""""",9.9,,,,,,,,,,,
-41,70,0,"""""",9.9,,,,,,,,,,,
-40,70,0,"""""",9.9,,,,,,,,,,,
-39,70,0,"""""",9.9,,,,,,,,,,,
-38,70,0,"""""",9.9,,,,,,,,,,,
-37,70,0,"""""",9.9,,,,,,,,,,,
-36,70,0,"""""",9.9,,,,,,,,,,,
-35,70,0,"""""",9.9,,,,,,,,,,,
-34,70,0,"""""",9.9,,,,,,,,,,,
-33,70,0,"""""",9.9,,,,,,,,,,,
-32,70,0,"""""",9.9,,,,,,,,,,,
-31,70,0,"""""",9.9,,,,,,,,,,,
-30,70,0,"""""",9.9,,,,,,,,,,,
-29,70,0,"""""",9.9,,,,,,,,,,,
-28,70,0,"""""",9.9,,,,,,,,,,,
-27,70,0,"""""",9.9,,,,,,,,,,,
-26,70,0,"""""",9.9,,,,,,,,,,,
-25,70,0,"""""",9.9,,,,,,,,,,,
-24,70,0,"""""",9.9,,,,,,,,,,,
-23,70,0,"""""",9.9,,,,,,,,,,,
-22,70,0,"""""",9.9,,,,,,,,,,,
-21,70,0,"""""",9.9,,,,,,,,,,,
-20,70,0,"""""",9.9,,,,,,,,,,,
-19,70,0,"""""",9.9,,,,,,,,,,,
-18,70,0,"""""",9.9,,,,,,,,,,,
-17,70,0,"""""",9.9,,,,,,,,,,,
-16,70,0,"""""",9.9,,,,,,,,,,,
-15,70,0,"""""",9.9,,,,,,,,,,,
-14,70,0,"""""",9.9,,,,,,,,,,,
-13,70,0,"""""",9.9,,,,,,,,,,,
-12,70,0,"""""",9.9,,,,,,,,,,,
-11,70,0,"""""",9.9,,,,,,,,,,,
-10,70,0,"""""",9.9,,,,,,,,,,,
-9,70,0,"""""",9.9,,,,,,,,,,,
-8,70,0,"""""",9.9,,,,,,,,,,,
-7,70,0,"""""",9.9,,,,,,,,,,,
-6,70,0,"""""",9.9,,,,,,,,,,,
-5,70,0,"""""",9.9,,,,,,,,,,,
-4,70,0,"""""",9.9,,,,,,,,,,,
-3,70,0,"""""",9.9,,,,,,,,,,,
-2,70,0,"""""",9.9,,,,,,,,,,,
-1,70,0,"""""",9.9,,,,,,,,,,,
0,70,0,"""""",9.9,,,,,,,,,,,
1,70,0,"""""",9.9,,,,,,,,,,,
2,70,0,"""""",9.9,,,,,,,,,,,
3,70,0,"""""",9.9,,,,,,,,,,,
4,70,0,"""""",9.9,,,,,,,,,,,
5,70,0,"""""",9.9,,,,,,,,,,,
6,70,0,"""""",9.9,,,,,,,,,,,
7,70,0,"""""",9.9,,,,,,,,,,,
8,70,0,"""""",9.9,,,,,,,,,,,
9,70,0,"""""",9.9,,,,,,,,,,,
10,70,0,"""""",9.9,,,,,,,,,,,
11,70,0,"""""",9.9,,,,,,,,,,,
12,70,0,"""""",9.9,,,,,,,,,,,
13,70,0,"""""",9.9,,,,,,,,,,,
14,70,0,"""""",9.9,,,,,,,,,,,
15,70,0,"""""",9.9,,,,,,,,,,,
16,70,0,"""""",9.9,,,,,,,,,,,
17,70,0,"""""",9.9,,,,,,,,,,,
18,70,0,"""""",9.9,,,,,,,,,,,
19,70,0,"""""",9.9,,,,,,,,,,,
20,70,0,"""""",9.9,,,,,,,,,,,
21,70,0,"""""",9.9,,,,,,,,,,,
22,70,0,"""""",9.9,,,,,,,,,,,
23,70,0,"""""",9.9,,,,,,,,,,,
24,70,0,"""""",9.9,,,,,,,,,,,
25,70,0,"""""",9.9,,,,,,,,,,,
26,70,0,"""""",9.9,,,,,,,,,,,
27,70,0,"""""",9.9,,,,,,,,,,,
28,70,0,"""""",9.9,,,,,,,,,,,
29,70,0,"""""",9.9,,,,,,,,,,,
30,70,0,"""""",9.9,,,,,,,,,,,
31,70,0,"""""",9.9,,,,,,,,,,,
32,70,0,"""""",9.9,,,,,,,,,,,
